12-31 	11388	0	可爱的农业银行1分钱就能开心的玩一天，织布机中的织布机[胜利]	可爱的农业银行1分钱就能开心的玩一天，织布机中的织布机	
12-28 	10822	0	农行一年后再见，这一年持银行随没赚大钱但逃过三波暴跌，感谢农行	农行一年后再见，这一年持银行随没赚大钱但逃过三波暴跌，感谢农行	
12-28 	8977	1	别在大错后弥补哪就是麻木：当前养老金充血券商提振信心这是发红包唯一出路！别掉以轻心闯大祸坏气氛！信心指标股广发中信国信	别在大错后弥补哪就是麻木：当前养老金充血券商提振信心这是发红包唯一出路！别掉以轻心闯大祸坏气氛！信心指标股广发中信国信	大错后弥补哪就是罪过：当前养老金充血券商提振信心这是发红包唯一出路！别掉以轻心闯大祸坏气氛！信心指标股广发中信国信 
12-28 	6891	0	新人新事新气象五	中国股市上下震荡，稳固整理，等待上行。万科的股权之争是很难消除的，短线客们如有胆量可以操作一下，等待万科股价上行赚钱。中国股市后市见好，精选个股，买进股票，等待主力庄家轮炒个股，让你赚钱，让你高兴。明年的股市我们认为将会是一个个股轮炒，全面开花，潜力越挖越好的股票。也就是说明年的上证指数稳中有升，个股轮炒将是一个大年。如果把握的好的话，在我们看来，个股轮炒将会使你有好几倍到几十倍的利润好赚，那就要看你个股精选的怎么样了。一家之言，谢谢大家。	
12-28 	6485	0	不射则矣；一射冲天！通达股份必将有一番炒作！就这个名字也值20元。	不射则矣；一射冲天！通达股份必将有一番炒作！就这个名字也值20元。	
12-28 	5941	0	【下午个股解读】：午盘：下午看3120点得失。	【市场全景】（1）指数：大盘下跌-0.27%（-8.42个点），创业板下跌-0.32%（-6.3个点）大盘今日平开后在石油以及有色板块上行下小幅上攻，而后市场毫无明显的热点，都是一些前期下杀的强势股在动，但没能形成板块效应，持续窄幅震荡，临近收盘，大盘和创业板小幅下杀！（2）涨跌：涨停家数34家，跌停板2家；涨幅超过2%的个股数187家，跌幅超过2%的个股数116家，上涨家数1125家，下跌家数1557家；涨幅超过5%有63家，下跌超过5%的有10家，市场呈现弱势震荡的格局！（3）资金：两市大资金合计净流出-70亿元，木业家具板块净流入较多，商业百货板块净流出较多，其中有6个板块大资金净流入，55个板块大资金净流出。沪市今日成交量853亿，持续地缩量【市场赚钱效应】（1）热点板块热度：昨日PPP概念受到发改委证监会联合发文，启动PPP项目资产证券化的消息，之前的龙头PPP概念股大涨，但是今日板块基本熄火，就之前的蒙草生态(10.44,0.77,7.96%)强势上攻，板块效应不强，热点持续性差！（2）个股风向标：今日市场无明显的风向标个股！（标杆股即一只股票可以带动市场一个板块或走势以及人气的个股）	
12-28 	10876	0	@政策继续引导资金进股市 坚定信心迎接大反攻	政策继续引导资金进股市 坚定信心迎接大反攻积极申购开放式股票基金背景:全国性房地产调控封堵投资投机资金炒作房地产国务院：有序引导储蓄转化为股本投资引入境外长期资金 QFII和RQFII投资比例不再受限人社部、财政部《职业年金基金管理暂行办法》正式下发,3000亿职业年金望入市养老金初期入市规模4千亿RQFII试点扩至18个国家和地区 总额度突破1.5万亿元股指期货松绑 释放3000亿明年将是国企混合所有制改革突破年PPP资产证券化获顶层支持目前进入可操作阶段,中线看3300--3500点持续关注健康中国精准医疗及一带一路,中字头,混合所有制改革另外,密切关注这只股600380健康元(参股即将挂牌的中国银河)	
12-28 	8508	0	心里有气	我今天拼了，融资买进农行，算算红利收益大于融资利息再跌也不管我啥事。多少有得赚。人要有梦想，万一这半年里股价涨了呢	
12-28 	8863	0	和农行拼了，	我今天拼了，融资买进农行，算算红利收益大于融资利息再跌也不管我啥事。多少有得赚。人要有梦想，万一这半年里股价涨了呢	
12-28 	7413	0	大家都融资，机构就破产	我今天拼了，融资买进农行，算算红利收益大于融资利息再跌也不管我啥事。多少有得赚。人要有梦想，万一这半年里股价涨了呢	
12-28 	7991	1	哈哈~哈哈哈~~农行门口站了不少的招好嫖客！ 哈哈~哈哈哈~~农行现在多了不少的	哈哈~哈哈哈~~农行门口站了不少的招好嫖客！哈哈~哈哈哈~~农行现在多了不少的抓住嫖客使劲诈的不良技女！哈哈~哈哈哈~~莓弟还充当一了悃梆手！	汉奸么. 
12-27 	9488	0	来吧   扎下来    准备好了资金接到你2.70	来吧 扎下来 准备好了资金接到你2.70	
12-27 	7656	0	再跌我就取光农行所有的钱，再也不存农业银行。大家顶起来！！！	再跌我就取光农行所有的钱，再也不存农业银行。大家顶起来！！！	
12-27 	8111	0	新人新事新气象四	中国股市上下震荡，稳固整理，等待上冲。精选个股，买进股票，等待主力庄家轮炒个股，让你赚钱，让你高兴。万科的股权之争是很难消除的，短线客们可以进场参与一下操作。人民币的汇率问题从长远来讲，1美元兑换人民币的波动范围在5.1-8.8之间。从短期来讲，也就是人民币的真实币值是1：7.50。股市后市见好，精选个股，买进股票，等待明年赚大钱。我想，明年的股市肯定会比今年好的。一家之言，谢谢大家。	
12-27 	7746	0	农行贯彻中央经济工作会议精神，确保业绩持续增长！	目前市盈率只有5倍多，股息率5%以上，坚定买入持有！	
12-27 	9055	0	市盈率第一的位置不可丢失，所以继续跌	农业银行长年累月保持着A股市盈率最低第一名的位置，习惯了，跌一跌再巩固一下，好坏是个第一哦	
12-27 	9156	0	【辽宁省社保基金理事会委托运营首期省养老	【辽宁省社保基金理事会委托运营首期省养老保险风险基金90亿元】12月26日 , 辽宁省社保基金理事会分别与农行辽宁省分行和农银汇理基金管理有限公司、建行辽宁省分行和建信养老金管理有限责任公司签署委托运营养老保险风险基金合作协议。省社保基金理事会将委托以上金融机构运营首期省养老保险风险基金90亿元 , 在投资运作、资金托管、融资授信等方面开展广泛合作。相关机构将在确保资金安全的前提下 , 促进养老保险风险基金保值增值 , 确保达到预期收益。 (辽宁日报)	
12-27 	11501	0	【辽宁省社保基金理事会委托运营首期省养老	【辽宁省社保基金理事会委托运营首期省养老保险风险基金90亿元】12月26日，辽宁省社保基金理事会分别与农行辽宁省分行和农银汇理基金管理有限公司、建行辽宁省分行和建信养老金管理有限责任公司签署委托运营养老保险风险基金合作协议。省社保基金理事会将委托以上金融机构运营首期省养老保险风险基金90亿元，在投资运作、资金托管、融资授信等方面开展广泛合作。相关机构将在确保资金安全的前提下，促进养老保险风险基金保值增值，确保达到预期收益。（辽宁日报）	
12-27 	28796	8	中国人要求低，持有农行等于进入神道	中国人要求低，持有农行等于进入神道。	农行代代传。 买农行，抢占物质权。 买农行，中国众神的出处，天人合一。 农行不升，中国人本然的力量，要扣分。 存在为了存在，自然流。 存在的真意是该死不会活。 存在是物质世界的经历。 无本然的力量，会惨到无底。 
12-27 	9622	0	吧里热闹说明关注农行的人多，证明筹码全在散户手里！你说说你买它的理由！每天上下三	吧里热闹说明关注农行的人多，证明筹码全在散户手里！你说说你买它的理由！每天上下三分钱闹心不？最低3.11你想买也买不到得排队，3.13最高你想卖又卖不掉还得排队。你说你闲着看它干啥，让它自生自灭。	
12-26 	13582	1	买农行的都是sb自欺欺人！看着怪便宜你买了，赚钱才是硬道理，天天三二分够你手续费	买农行的都是sb自欺欺人！看着怪便宜你买了，赚钱才是硬道理，天天三二分够你手续费操心费不	无本然的力量，象什么。 
12-26 	12515	0	农业银行汇金和港股持股比例相加91%	农业银行汇金和港股持股比例相加91%，股东人数06年以来最低；建设银行汇金和港股持股比例相加93%，股东人数N年新低；工商银行汇金加财政部加港股持股比例94%，股东人数N年新低；中国银行汇金和港股持股比例相加92%，股东人数06年以来最低；中信银行中信有限公司加港股持股比例90%，股东人数十年新低了。。。仔细一看，银行股看似超级大盘，实际上大部分筹码已经被锁定，而且多数集中在大股东手中，这些股票早已跌破市净率，5-6倍市盈率，大股东只会增持，不会减持	
12-26 	17060	1	农业银行买农行本来是求稳	农业银行买农行本来是求稳，没想到亏的最多。。	多少买的？啥时候？ 
